cell_id,x,y,cell_type_annotation,niche_annotation
12690,21938,84513,follicular dendritic cell,T cell Zone
12691,24374,84526,follicular dendritic cell,Germinal Center
12692,23367,84522,Memory B cell,T cell Zone
12693,22763,84501,pericyte,T cell Zone
12694,23519,84511,Memory B cell,T cell Zone
12695,25261,84506,GC B DZ,Germinal Center
12696,21979,84500,CD4 T cell,T cell Zone
12697,22847,84515,NK cell,T cell Zone
12698,25501,84490,GC B DZ,Germinal Center
12699,22911,84485,T-zone reticular cell,T cell Zone
12700,23775,84504,Memory B cell,B cell Zone
12701,22048,84501,CD4 T cell,T cell Zone
12702,22959,84492,CD4 T cell,T cell Zone
12703,21829,84487,CD4 T cell,T cell Zone
12704,22507,84487,T-zone reticular cell,T cell Zone
12705,23611,84494,Memory B cell,T cell Zone
12706,24489,84491,GC B DZ,Germinal Center
12707,25161,84497,T-zone reticular cell,Germinal Center
12708,21412,84491,CD4 T cell,T cell Zone
12709,23695,84498,Naive B cell,B cell Zone
12710,23944,84494,Naive B cell,B cell Zone
12711,21477,84504,unknown,T cell Zone
12712,23147,84478,follicular dendritic cell,T cell Zone
12713,23211,84487,Memory B cell,T cell Zone
12714,21536,84488,macrophage,T cell Zone
12715,22410,84486,CD4 T cell,T cell Zone
12716,22706,84502,unknown,T cell Zone
12717,24330,84497,Memory B cell,Germinal Center
12718,25067,84489,GC B DZ,Germinal Center
12719,21897,84480,follicular dendritic cell,T cell Zone
12720,23909,84482,Naive B cell,B cell Zone
12721,24227,84501,pericyte,Germinal Center
12722,24281,84503,follicular dendritic cell,Germinal Center
12723,24694,84465,GC B DZ,Germinal Center
12724,21354,84518,CD4 T cell,T cell Zone
12725,24002,84480,Memory B cell,B cell Zone
12726,24053,84492,Memory B cell,B cell Zone
12727,23024,84480,Memory B cell,T cell Zone
12728,23476,84472,CD4 T cell,T cell Zone
12729,23097,84463,CD4 T cell,T cell Zone
12730,22153,84469,CD4 T cell,T cell Zone
12731,22207,84455,CD4 T cell,T cell Zone
12732,23565,84469,CD4 T cell,T cell Zone
12733,23805,84465,CD8 T cell,B cell Zone
12734,22675,84476,CD4 T cell,T cell Zone
12735,24566,84480,GC B DZ,Germinal Center
12736,22802,84491,unknown,T cell Zone
12737,23305,84466,CD4 T cell,T cell Zone
12738,23377,84469,Naive B cell,T cell Zone
12739,22261,84461,macrophage,T cell Zone
12740,24355,84470,unknown,Germinal Center
12741,25024,84459,follicular dendritic cell,Germinal Center
12742,21424,84455,T-zone reticular cell,T cell Zone
12743,23720,84465,Naive B cell,B cell Zone
12744,24184,84462,Naive B cell,B cell Zone
12745,24611,84476,CD4 T cell,Germinal Center
12746,22351,84461,macrophage,T cell Zone
12747,24408,84460,Memory B cell,Germinal Center
12748,21588,84467,macrophage,T cell Zone
12749,21490,84459,T-zone reticular cell,T cell Zone
12750,21692,84461,T-zone reticular cell,T cell Zone
12751,21807,84460,macrophage,T cell Zone
12752,24263,84462,unknown,Germinal Center
12753,21642,84463,CD4 T cell,T cell Zone
12754,22445,84445,CD4 T cell,T cell Zone
12755,22611,84446,CD4 T cell,T cell Zone
12756,22816,84451,NK cell,T cell Zone
12757,23662,84451,Naive B cell,B cell Zone
12758,21743,84441,macrophage,T cell Zone
12759,24081,84452,Memory B cell,B cell Zone
12760,24263,84418,Naive B cell,Germinal Center
12761,24339,84423,CD4 T cell,Germinal Center
12762,22038,84439,CD4 T cell,T cell Zone
12763,23426,84437,Memory B cell,T cell Zone
12764,24221,84447,unknown,B cell Zone
12765,23220,84440,Memory B cell,T cell Zone
12766,24029,84438,Naive B cell,B cell Zone
12767,21903,84436,plasma cell,T cell Zone
12768,23768,84431,Naive B cell,B cell Zone
12769,23955,84433,Naive B cell,B cell Zone
12770,22977,84430,Memory B cell,T cell Zone
12771,25541,84436,GC B LZ,Germinal Center
12772,21562,84420,follicular dendritic cell,T cell Zone
12773,21966,84431,CD4 T cell,T cell Zone
12774,23879,84426,Naive B cell,B cell Zone
12775,25249,84427,T-zone reticular cell,Germinal Center
12776,22528,84433,follicular dendritic cell,T cell Zone
12777,23076,84428,Memory B cell,T cell Zone
12778,23547,84425,Memory B cell,B cell Zone
12779,23614,84425,Memory B cell,B cell Zone
12780,23286,84430,follicular dendritic cell,T cell Zone
12781,22371,84415,macrophage,T cell Zone
12782,24146,84421,Naive B cell,B cell Zone
12783,22417,84422,unknown,T cell Zone
12784,23368,84415,Naive B cell,T cell Zone
12785,24607,84411,GC B LZ,Germinal Center
12786,24823,84433,unknown,Germinal Center
12787,25131,84390,follicular dendritic cell,Germinal Center
12788,21365,84438,macrophage,T cell Zone
12789,22686,84415,unknown,T cell Zone
12790,22747,84420,T-zone reticular cell,T cell Zone
12791,24469,84389,GC B DZ,Germinal Center
12792,24548,84404,GC B DZ,Germinal Center
12793,21648,84416,macrophage,T cell Zone
12794,21782,84414,macrophage,T cell Zone
12795,22285,84412,pericyte,T cell Zone
12796,23260,84395,follicular dendritic cell,T cell Zone
12797,24079,84415,unknown,B cell Zone
12798,24875,84403,GC B DZ,Germinal Center
12799,22920,84408,T-zone reticular cell,T cell Zone
12800,23716,84390,Naive B cell,B cell Zone
12801,25210,84400,GC B DZ,Germinal Center
12802,25362,84368,GC B DZ,Germinal Center
12803,25476,84397,GC B DZ,Germinal Center
12804,25529,84454,unknown,Germinal Center
12805,21858,84400,T-zone reticular cell,T cell Zone
12806,23984,84397,unknown,B cell Zone
12807,22005,84387,macrophage,T cell Zone
12808,23832,84403,CD4 T cell,B cell Zone
12809,22866,84405,CD4 T cell,T cell Zone
12810,24371,84396,GC B LZ,Germinal Center
12811,25292,84388,GC B DZ,Germinal Center
12812,21489,84408,T-zone reticular cell,T cell Zone
12813,23168,84385,follicular dendritic cell,T cell Zone
12814,23633,84384,Memory B cell,B cell Zone
12815,22495,84381,follicular dendritic cell,T cell Zone
12816,24644,84392,GC B DZ,Germinal Center
12817,24733,84410,plasma cell,Germinal Center
12818,22531,84385,CD8 T cell,T cell Zone
12819,23916,84376,Naive B cell,B cell Zone
12820,22805,84393,CD4 T cell,T cell Zone
12821,23482,84392,Memory B cell,B cell Zone
12822,24816,84378,GC B LZ,Germinal Center
12823,23093,84379,Memory B cell,T cell Zone
12824,22650,84382,macrophage,T cell Zone
12825,21634,84371,macrophage,T cell Zone
12826,23353,84382,Naive B cell,T cell Zone
12827,22237,84374,T-zone reticular cell,T cell Zone
12828,22955,84385,Memory B cell,T cell Zone
12829,24201,84367,Memory B cell,B cell Zone
12830,23022,84375,Memory B cell,T cell Zone
12831,21897,84373,NK cell,T cell Zone
12832,22445,84361,follicular dendritic cell,T cell Zone
12833,23541,84366,Naive B cell,B cell Zone
12834,24039,84367,unknown,B cell Zone
12835,22758,84358,follicular dendritic cell,T cell Zone
12836,23776,84374,Naive B cell,B cell Zone
12837,23857,84364,CD4 T cell,B cell Zone
12838,21448,84369,T-zone reticular cell,T cell Zone
12839,25477,84352,GC B LZ,Germinal Center
12840,22170,84368,macrophage,T cell Zone
12841,24742,84356,T-zone reticular cell,Germinal Center
12842,21754,84351,unknown,T cell Zone
12843,22365,84330,pericyte,T cell Zone
12844,22888,84356,follicular dendritic cell,T cell Zone
12845,24098,84359,unknown,B cell Zone
12846,25547,84327,unknown,Germinal Center
12847,23593,84361,Naive B cell,B cell Zone
12848,24469,84368,unknown,Germinal Center
12849,23289,84347,Memory B cell,T cell Zone
12850,23472,84339,Memory B cell,B cell Zone
12851,23980,84356,unknown,B cell Zone
12852,22952,84346,Memory B cell,T cell Zone
12853,23803,84351,Naive B cell,B cell Zone
12854,21552,84345,follicular dendritic cell,T cell Zone
12855,24462,84332,GC B DZ,Germinal Center
12856,24564,84336,GC B DZ,Germinal Center
12857,24615,84354,unknown,Germinal Center
12858,22718,84350,CD4 T cell,T cell Zone
12859,22825,84344,Memory B cell,T cell Zone
12860,23403,84333,Memory B cell,B cell Zone
12861,22997,84318,T-zone reticular cell,T cell Zone
12862,23204,84334,Memory B cell,T cell Zone
12863,23890,84343,CD4 T cell,B cell Zone
12864,25050,84345,GC B DZ,Germinal Center
12865,23498,84347,Memory B cell,B cell Zone
12866,25513,84353,GC B LZ,Germinal Center
12867,21496,84339,T-zone reticular cell,T cell Zone
12868,23745,84341,Memory B cell,B cell Zone
12869,24664,84331,Naive B cell,Germinal Center
12870,22279,84328,T-zone reticular cell,T cell Zone
12871,24152,84327,Naive B cell,B cell Zone
12872,21323,84392,CD4 T cell,T cell Zone
12873,22312,84325,pericyte,T cell Zone
12874,22576,84339,Memory B cell,T cell Zone
12875,23570,84338,Naive B cell,B cell Zone
12876,24310,84333,Memory B cell,Germinal Center
12877,21761,84311,macrophage,T cell Zone
12878,22659,84330,unknown,T cell Zone
12879,24379,84321,GC B DZ,Germinal Center
12880,23108,84317,Naive B cell,T cell Zone
12881,23663,84326,Naive B cell,B cell Zone
12882,24944,84330,GC B DZ,Germinal Center
12883,21886,84328,CD4 T cell,T cell Zone
12884,24046,84327,unknown,B cell Zone
12885,21406,84307,macrophage,T cell Zone
12886,23336,84319,Naive B cell,B cell Zone
12887,24836,84318,T-zone reticular cell,Germinal Center
12888,23958,84311,unknown,B cell Zone
12889,22059,84305,T-zone reticular cell,T cell Zone
12890,22217,84302,NK cell,T cell Zone
12891,22908,84298,Memory B cell,T cell Zone
12892,22846,84298,Memory B cell,T cell Zone
12893,21592,84297,macrophage,T cell Zone
12894,24972,84306,GC B LZ,Germinal Center
12895,24254,84322,unknown,Germinal Center
12896,21836,84308,macrophage,T cell Zone
12897,22159,84302,NK cell,T cell Zone
12898,23928,84300,Naive B cell,B cell Zone
12899,21463,84292,T-zone reticular cell,T cell Zone
12900,22781,84290,T-zone reticular cell,T cell Zone
12901,23038,84293,Memory B cell,T cell Zone
12902,23798,84315,Memory B cell,B cell Zone
12903,23860,84304,Naive B cell,B cell Zone
12904,24063,84307,unknown,B cell Zone
12905,22721,84285,CD4 T cell,T cell Zone
12906,23995,84301,unknown,B cell Zone
12907,24696,84286,GC B LZ,Germinal Center
12908,25388,84286,GC B DZ,Germinal Center
12909,24894,84294,T-zone reticular cell,Germinal Center
12910,21901,84291,pericyte,T cell Zone
12911,22565,84272,CD4 T cell,T cell Zone
12912,23705,84288,Naive B cell,B cell Zone
12913,25491,84289,GC B DZ,Germinal Center
12914,22492,84284,T-zone reticular cell,T cell Zone
12915,24557,84268,GC B DZ,Germinal Center
12916,24623,84278,GC B DZ,Germinal Center
12917,22424,84287,follicular dendritic cell,T cell Zone
12918,22646,84270,Memory B cell,T cell Zone
12919,23247,84278,Naive B cell,B cell Zone
12920,23559,84279,Memory B cell,B cell Zone
12921,23641,84289,Memory B cell,B cell Zone
12922,21359,84256,pericyte,T cell Zone
12923,23304,84284,Memory B cell,B cell Zone
12924,25086,84273,follicular dendritic cell,Germinal Center
12925,22011,84278,CD4 T cell,T cell Zone
12926,24290,84290,unknown,Germinal Center
12927,24991,84251,GC B DZ,Germinal Center
12928,25558,84254,pericyte,Germinal Center
12929,23370,84277,Memory B cell,B cell Zone
12930,23745,84281,Naive B cell,B cell Zone
12931,24785,84266,GC B DZ,Germinal Center
12932,21705,84282,CD4 T cell,T cell Zone
12933,23186,84260,Naive B cell,T cell Zone
12934,23805,84281,Naive B cell,B cell Zone
12935,22114,84275,NK cell,T cell Zone
12936,24248,84280,unknown,Germinal Center
12937,24486,84223,GC B DZ,Germinal Center
12938,24728,84254,Memory B cell,Germinal Center
12939,24319,84252,Memory B cell,Germinal Center
12940,23882,84241,Memory B cell,B cell Zone
12941,22471,84258,unknown,T cell Zone
12942,23111,84229,follicular dendritic cell,T cell Zone
12943,24064,84267,unknown,B cell Zone
12944,25151,84269,pericyte,Germinal Center
12945,21781,84273,unknown,T cell Zone
12946,22928,84246,CD4 T cell,T cell Zone
12947,24166,84260,unknown,B cell Zone
12948,22273,84252,Memory B cell,T cell Zone
12949,23402,84223,follicular dendritic cell,B cell Zone
12950,23839,84257,Naive B cell,B cell Zone
12951,21756,84245,CD4 T cell,T cell Zone
12952,23517,84255,Naive B cell,B cell Zone
12953,24360,84238,T-zone reticular cell,Germinal Center
12954,21685,84239,T-zone reticular cell,T cell Zone
12955,23934,84256,unknown,B cell Zone
12956,21589,84235,plasma cell,T cell Zone
12957,21836,84250,follicular dendritic cell,T cell Zone
12958,21414,84240,follicular dendritic cell,T cell Zone
12959,22166,84238,follicular dendritic cell,T cell Zone
12960,22420,84239,T-zone reticular cell,T cell Zone
12961,23318,84247,Memory B cell,B cell Zone
12962,23774,84241,Memory B cell,B cell Zone
12963,23651,84243,Naive B cell,B cell Zone
12964,22231,84228,T-zone reticular cell,T cell Zone
12965,25471,84236,follicular dendritic cell,Germinal Center
12966,22821,84240,CD4 T cell,T cell Zone
12967,22953,84229,Memory B cell,T cell Zone
12968,24030,84241,Naive B cell,B cell Zone
12969,21951,84231,pericyte,T cell Zone
12970,22066,84235,macrophage,T cell Zone
12971,22353,84235,follicular dendritic cell,T cell Zone
12972,23586,84242,Naive B cell,B cell Zone
12973,24160,84233,unknown,B cell Zone
12974,25391,84207,GC B DZ,Germinal Center
12975,21782,84222,Naive B cell,T cell Zone
12976,23027,84225,Memory B cell,T cell Zone
12977,23233,84224,Memory B cell,B cell Zone
12978,24095,84230,unknown,B cell Zone
12979,24257,84226,unknown,Germinal Center
12980,23715,84222,Naive B cell,B cell Zone
12981,21463,84218,CD4 T cell,T cell Zone
12982,21897,84229,follicular dendritic cell,T cell Zone
12983,23488,84223,pericyte,B cell Zone
12984,22875,84203,follicular dendritic cell,T cell Zone
12985,23366,84230,unknown,B cell Zone
12986,24463,84207,macrophage,Germinal Center
12987,25178,84212,pericyte,Germinal Center
12988,22665,84211,Memory B cell,T cell Zone
12989,22719,84203,macrophage,T cell Zone
12990,24407,84205,CD4 T cell,Germinal Center
12991,24837,84207,GC B DZ,Germinal Center
12992,22018,84206,macrophage,T cell Zone
12993,22539,84194,macrophage,T cell Zone
12994,23971,84226,Naive B cell,B cell Zone
12995,23270,84206,Naive B cell,B cell Zone
12996,23433,84219,unknown,B cell Zone
12997,21642,84204,macrophage,T cell Zone
12998,22137,84183,follicular dendritic cell,T cell Zone
12999,24489,84210,unknown,Germinal Center
13000,21837,84184,plasma cell,T cell Zone
13001,23565,84203,pericyte,B cell Zone
13002,21407,84255,pericyte,T cell Zone
13003,24071,84196,unknown,B cell Zone
13004,24584,84194,GC B DZ,Germinal Center
13005,24723,84186,GC B DZ,Germinal Center
13006,22804,84196,Memory B cell,T cell Zone
13007,23183,84192,Memory B cell,B cell Zone
13008,23631,84192,Naive B cell,B cell Zone
13009,23323,84190,CD4 T cell,B cell Zone
13010,22066,84162,CD4 T cell,T cell Zone
13011,24178,84184,unknown,B cell Zone
13012,21721,84179,plasma cell,T cell Zone
13013,23985,84189,Naive B cell,B cell Zone
13014,22216,84180,follicular dendritic cell,T cell Zone
13015,22287,84180,NK cell,T cell Zone
13016,25053,84185,GC B DZ,Germinal Center
13017,22971,84176,Memory B cell,T cell Zone
13018,23052,84182,CD4 T cell,T cell Zone
13019,24056,84180,unknown,B cell Zone
13020,24355,84174,CD4 T cell,Germinal Center
13021,24883,84185,GC B LZ,Germinal Center
13022,22386,84166,pericyte,T cell Zone
13023,22456,84171,macrophage,T cell Zone
13024,24122,84164,Memory B cell,B cell Zone
13025,21494,84172,plasma cell,T cell Zone
13026,22331,84168,T-zone reticular cell,T cell Zone
13027,24234,84183,unknown,Germinal Center
13028,24653,84163,GC B DZ,Germinal Center
13029,25446,84170,T-zone reticular cell,Germinal Center
13030,25542,84180,pericyte,Germinal Center
13031,22925,84182,unknown,T cell Zone
13032,22752,84165,unknown,T cell Zone
13033,23692,84158,GC B DZ,B cell Zone
13034,25262,84167,GC B LZ,B cell Zone
13035,24294,84175,Memory B cell,Germinal Center
13036,23440,84151,Memory B cell,B cell Zone
13037,21670,84151,plasma cell,T cell Zone
13038,21779,84141,Naive B cell,T cell Zone
13039,21745,84168,unknown,T cell Zone
13040,22836,84167,unknown,T cell Zone
13041,21373,84182,Memory B cell,T cell Zone
13042,23779,84172,Memory B cell,B cell Zone
13043,21445,84155,plasma cell,T cell Zone
13044,22611,84147,pericyte,T cell Zone
13045,23222,84150,Naive B cell,B cell Zone
13046,23717,84152,Naive B cell,B cell Zone
13047,23847,84166,Memory B cell,B cell Zone
13048,25510,84154,pericyte,Germinal Center
13049,21995,84130,pericyte,T cell Zone
13050,23138,84161,Memory B cell,B cell Zone
13051,23297,84154,unknown,B cell Zone
13052,23917,84168,Memory B cell,B cell Zone
13053,24157,84155,unknown,B cell Zone
13054,25028,84154,CD4 T cell,Germinal Center
13055,22169,84135,follicular dendritic cell,T cell Zone
13056,23566,84148,pericyte,B cell Zone
13057,23490,84151,pericyte,B cell Zone
13058,24008,84139,Memory B cell,B cell Zone
13059,22893,84140,Naive B cell,T cell Zone
13060,23623,84142,GC B LZ,B cell Zone
13061,21559,84132,plasma cell,T cell Zone
13062,22700,84129,follicular dendritic cell,T cell Zone
13063,21626,84129,dendritic cell,T cell Zone
13064,24389,84129,GC B DZ,Germinal Center
13065,25199,84143,pericyte,B cell Zone
13066,22813,84137,Memory B cell,T cell Zone
13067,23006,84137,Naive B cell,T cell Zone
13068,23061,84130,Memory B cell,T cell Zone
13069,22519,84109,CD4 T cell,T cell Zone
13070,24287,84124,Memory B cell,Germinal Center
13071,24469,84124,GC B DZ,Germinal Center
13072,25299,84110,follicular dendritic cell,B cell Zone
13073,23947,84138,Naive B cell,B cell Zone
13074,24617,84112,CD4 T cell,Germinal Center
13075,24884,84124,GC B DZ,Germinal Center
13076,25004,84139,GC B LZ,Germinal Center
13077,21878,84134,macrophage,T cell Zone
13078,22276,84122,NK cell,T cell Zone
13079,24234,84116,Naive B cell,B cell Zone
13080,24576,84121,GC B LZ,Germinal Center
13081,23389,84125,Memory B cell,B cell Zone
13082,24787,84116,GC B DZ,Germinal Center
13083,24060,84121,Naive B cell,B cell Zone
13084,21814,84101,plasma cell,T cell Zone
13085,23785,84118,Naive B cell,B cell Zone
13086,24188,84118,Naive B cell,B cell Zone
13087,21517,84104,plasma cell,T cell Zone
13088,21726,84105,Memory B cell,T cell Zone
13089,21923,84114,CD4 T cell,T cell Zone
13090,22391,84105,Memory B cell,T cell Zone
13091,22976,84109,Memory B cell,T cell Zone
13092,23862,84119,Memory B cell,B cell Zone
13093,23142,84107,Memory B cell,B cell Zone
13094,23905,84120,unknown,B cell Zone
13095,24336,84092,Naive B cell,Germinal Center
13096,24720,84107,CD4 T cell,Germinal Center
13097,25371,84106,Memory B cell,B cell Zone
13098,21448,84089,macrophage,T cell Zone
13099,23464,84103,CD8 T cell,B cell Zone
13100,24102,84104,unknown,B cell Zone
13101,22565,84114,T-zone reticular cell,T cell Zone
13102,22460,84083,macrophage,T cell Zone
13103,22752,84099,Memory B cell,T cell Zone
13104,23527,84104,pericyte,B cell Zone
13105,21400,84093,CD4 T cell,T cell Zone
13106,23274,84072,pericyte,B cell Zone
13107,23596,84086,Naive B cell,B cell Zone
13108,23694,84095,Naive B cell,B cell Zone
13109,24152,84087,Naive B cell,B cell Zone
13110,23737,84083,Memory B cell,B cell Zone
13111,22187,84083,CD4 T cell,T cell Zone
13112,22917,84067,Naive B cell,T cell Zone
13113,23105,84074,follicular dendritic cell,B cell Zone
13114,23646,84098,Memory B cell,B cell Zone
13115,24534,84081,GC B DZ,Germinal Center
13116,24650,84084,GC B DZ,Germinal Center
13117,22235,84100,unknown,T cell Zone
13118,25033,84082,GC B DZ,B cell Zone
13119,25441,84094,Memory B cell,Germinal Center
13120,21313,84041,unknown,T cell Zone
13121,22314,84093,T-zone reticular cell,T cell Zone
13122,23037,84085,Memory B cell,B cell Zone
13123,21666,84064,plasma cell,T cell Zone
13124,23932,84062,Memory B cell,B cell Zone
13125,22816,84074,Memory B cell,T cell Zone
13126,23179,84091,unknown,B cell Zone
13127,25538,84121,T-zone reticular cell,Germinal Center
13128,22853,84060,Naive B cell,T cell Zone
13129,23440,84079,Naive B cell,B cell Zone
13130,24038,84066,Naive B cell,B cell Zone
13131,23771,84076,Naive B cell,B cell Zone
13132,23838,84078,Memory B cell,B cell Zone
13133,24098,84063,Naive B cell,B cell Zone
13134,22563,84060,T-zone reticular cell,T cell Zone
13135,24839,84069,GC B DZ,Germinal Center
13136,21859,84049,CD8 T cell,T cell Zone
13137,22985,84049,CD4 T cell,T cell Zone
13138,25172,84063,pericyte,B cell Zone
13139,24211,84038,Naive B cell,B cell Zone
13140,24347,84060,CD4 T cell,Germinal Center
13141,22638,84038,pericyte,T cell Zone
13142,23395,84056,Memory B cell,B cell Zone
13143,23699,84061,unknown,B cell Zone
13144,22113,84041,CD4 T cell,T cell Zone
13145,22253,84035,NK cell,T cell Zone
13146,22387,84049,NK cell,T cell Zone
13147,23056,84025,Naive B cell,B cell Zone
13148,24270,84037,Naive B cell,B cell Zone
13149,24398,84037,GC B DZ,Germinal Center
13150,24460,84039,GC B DZ,Germinal Center
13151,24716,84056,CD4 T cell,Germinal Center
13152,21733,84056,unknown,T cell Zone
13153,21763,84044,T-zone reticular cell,T cell Zone
13154,21927,84031,CD4 T cell,T cell Zone
13155,22065,84050,CD4 T cell,T cell Zone
13156,23181,84051,Memory B cell,B cell Zone
13157,23521,84044,pericyte,B cell Zone
13158,23956,84042,Naive B cell,B cell Zone
13159,24754,84031,GC B DZ,Germinal Center
13160,22771,84039,CD4 T cell,T cell Zone
13161,23640,84055,Naive B cell,B cell Zone
13162,22727,84035,Memory B cell,T cell Zone
13163,23808,84045,Naive B cell,B cell Zone
13164,23846,84030,Naive B cell,B cell Zone
13165,24668,84027,GC B DZ,Germinal Center
13166,21403,84037,pericyte,T cell Zone
13167,22696,84045,unknown,T cell Zone
13168,25099,84053,pericyte,B cell Zone
13169,24493,84021,GC B DZ,Germinal Center
13170,24142,84031,Memory B cell,B cell Zone
13171,22181,84032,unknown,T cell Zone
13172,25354,84016,Memory B cell,B cell Zone
13173,21473,84038,T-zone reticular cell,T cell Zone
13174,23980,84025,unknown,B cell Zone
13175,25412,84034,GC B LZ,B cell Zone
13176,24951,84048,GC B LZ,Germinal Center
13177,23424,84002,Memory B cell,B cell Zone
13178,23770,84019,Memory B cell,B cell Zone
13179,21638,84017,macrophage,T cell Zone
13180,22307,84029,T-zone reticular cell,T cell Zone
13181,24604,84004,GC B DZ,Germinal Center
13182,24890,84025,Naive B cell,Germinal Center
13183,24998,84016,GC B DZ,B cell Zone
13184,22368,84014,follicular dendritic cell,T cell Zone
13185,23710,84016,Naive B cell,B cell Zone
13186,24026,84026,unknown,B cell Zone
13187,21381,83978,NK cell,T cell Zone
13188,22459,84003,dendritic cell,T cell Zone
13189,23910,84027,unknown,B cell Zone
13190,22908,84012,CD4 T cell,T cell Zone
13191,21522,84002,follicular dendritic cell,T cell Zone
13192,22558,83976,follicular dendritic cell,T cell Zone
13193,23636,84015,Naive B cell,B cell Zone
13194,24337,84013,Naive B cell,Germinal Center
13195,21803,84005,dendritic cell,T cell Zone
13196,22801,84001,Memory B cell,T cell Zone
13197,25083,84020,unknown,B cell Zone
13198,25558,83999,Memory B cell,Germinal Center
13199,21562,83983,macrophage,T cell Zone
13200,23108,84012,unknown,B cell Zone
13201,23508,83998,Memory B cell,B cell Zone
13202,23566,84007,pericyte,B cell Zone
13203,24058,83989,Memory B cell,B cell Zone
13204,23177,83983,follicular dendritic cell,B cell Zone
13205,21970,83964,T-zone reticular cell,T cell Zone
13206,24516,84000,unknown,Germinal Center
13207,24926,83986,CD4 T cell,Germinal Center
13208,22655,83982,NK cell,T cell Zone
13209,22841,83982,Memory B cell,T cell Zone
13210,23800,83986,Naive B cell,B cell Zone
13211,24835,83981,Naive B cell,Germinal Center
13212,22134,83988,NK cell,T cell Zone
13213,24258,83989,Memory B cell,B cell Zone
13214,25155,83995,Memory B cell,B cell Zone
13215,21488,83974,CD4 T cell,T cell Zone
13216,21444,83976,T-zone reticular cell,T cell Zone
13217,22046,84003,dendritic cell,T cell Zone
13218,23921,83981,Memory B cell,B cell Zone
13219,24541,83982,CD4 T cell,Germinal Center
13220,21606,83966,CD4 T cell,T cell Zone
13221,23453,83976,Memory B cell,B cell Zone
13222,21744,83969,T-zone reticular cell,T cell Zone
13223,21859,83963,T-zone reticular cell,T cell Zone
13224,22298,83973,NK cell,T cell Zone
13225,22741,83977,unknown,T cell Zone
13226,23609,83978,Naive B cell,B cell Zone
13227,24118,83970,Memory B cell,B cell Zone
13228,24692,83971,CD8 T cell,Germinal Center
13229,21377,84016,T-zone reticular cell,T cell Zone
13230,21682,83972,endothelial cell,T cell Zone
13231,22777,83949,T-zone reticular cell,T cell Zone
13232,22960,83954,CD4 T cell,B cell Zone
13233,25073,83975,unknown,B cell Zone
13234,22382,83964,T-zone reticular cell,T cell Zone
13235,23317,83968,Memory B cell,B cell Zone
13236,24468,83967,CD4 T cell,Germinal Center
13237,22934,83964,unknown,T cell Zone
13238,23013,83975,follicular dendritic cell,B cell Zone
13239,23094,83970,Memory B cell,B cell Zone
13240,23976,83958,Memory B cell,B cell Zone
13241,24186,83953,macrophage,B cell Zone
13242,22238,83962,NK cell,T cell Zone
13243,23693,83962,Naive B cell,B cell Zone
13244,24315,83962,Memory B cell,B cell Zone
13245,23847,83960,Memory B cell,B cell Zone
13246,24411,83961,CD4 T cell,Germinal Center
13247,22492,83965,dendritic cell,T cell Zone
13248,23484,83941,T-zone reticular cell,B cell Zone
13249,24767,83959,CD4 T cell,Germinal Center
13250,22891,83945,CD4 T cell,T cell Zone
13251,22064,83936,CD4 T cell,T cell Zone
13252,24999,83954,CD4 T cell,B cell Zone
13253,25265,83957,T-zone reticular cell,B cell Zone
13254,22427,83910,T-zone reticular cell,T cell Zone
13255,23562,83937,Naive B cell,B cell Zone
13256,24374,83941,CD4 T cell,Germinal Center
13257,25198,83949,Memory B cell,B cell Zone
13258,25430,83940,GC B LZ,Germinal Center
13259,25539,83947,Naive B cell,Germinal Center
13260,23371,83951,Memory B cell,B cell Zone
13261,24052,83945,Memory B cell,B cell Zone
13262,24503,83941,CD4 T cell,Germinal Center
13263,23070,83927,follicular dendritic cell,B cell Zone
13264,23243,83958,follicular dendritic cell,B cell Zone
13265,21760,83935,Memory B cell,T cell Zone
13266,23149,83940,Memory B cell,B cell Zone
13267,25519,83940,Memory B cell,Germinal Center
13268,25107,83946,unknown,B cell Zone
13269,25157,83939,unknown,B cell Zone
13270,22829,83928,Naive B cell,T cell Zone
13271,23609,83925,Memory B cell,B cell Zone
13272,24616,83921,GC B DZ,Germinal Center
13273,24925,83905,macrophage,Germinal Center
13274,22148,83910,NK cell,T cell Zone
13275,22351,83923,CD4 T cell,T cell Zone
13276,22704,83921,NK cell,T cell Zone
13277,23290,83919,Naive B cell,B cell Zone
13278,23520,83930,unknown,B cell Zone
13279,22224,83916,T-zone reticular cell,T cell Zone
13280,23772,83928,Naive B cell,B cell Zone
13281,24547,83899,Memory B cell,Germinal Center
13282,22466,83904,follicular dendritic cell,T cell Zone
13283,25042,83911,Naive B cell,B cell Zone
13284,25261,83909,Memory B cell,B cell Zone
13285,24689,83922,CD4 T cell,Germinal Center
13286,24747,83920,CD4 T cell,Germinal Center
13287,23660,83914,Naive B cell,B cell Zone
13288,23720,83914,Memory B cell,B cell Zone
13289,24066,83919,Naive B cell,B cell Zone
13290,22999,83910,CD4 T cell,B cell Zone
13291,23835,83914,Naive B cell,B cell Zone
13292,25095,83905,CD4 T cell,B cell Zone
13293,21885,83921,unknown,T cell Zone
13294,24300,83922,Memory B cell,B cell Zone
13295,21658,83910,endothelial cell,T cell Zone
13296,23223,83913,follicular dendritic cell,B cell Zone
13297,24469,83901,Memory B cell,Germinal Center
